userName,verified,itemName,brand,category,price,reviewTime,rating,summary,vote_level,new_ser_dev,ML_ITEM_NAME,Positive Phrases,Negative Phrases
Erin S.,TRUE,Royal Canin Feline Care Nutrition Hair &amp; Skin Care Adult Dry Cat Food,Royal Canin,Pet_Supplies,17.99,1/1/18,5,I've had my cat on Royal Canin Indoor Beauty since ...,1. Votes - 0,erins,N,TBC,TBC
Toxi Com,TRUE,"Pendaflex File Folders, Letter Size, Manila, 1/3 Cut, 100/BX (752 1/3-2)",Pendaflex,Office_Products,18.35,1/1/18,3,"ok, will order more",1. Votes - 0,toxicom,N,TBC,TBC
M. Funke,TRUE,Nylabone Dura Chew Pooch Pacifier Chew Bone Value Pack,Nylabone,Pet_Supplies,4.16,1/1/18,5,My dogs love these! They actually last a while too which ...,1. Votes - 0,mfunke,N,TBC,TBC
Betty,TRUE,PAWZ Road Halloween Cartoon Design Pet Costume Small Dog Clothes,PAWZ Road,Pet_Supplies,9.99,1/1/18,5,Cute!!!,1. Votes - 0,betty,N,TBC,TBC
kewun,TRUE,"Parker 3016031PP PARKER QUINK Long Fountain Pen Ink Refill Cartridges, Blue, 5 Count",Parker,Office_Products,6.49,1/1/18,4,"Works great, love the color",1. Votes - 0,kewun,N,TBC,TBC
JASMINE5,TRUE,"Jack Link&rsquo;s Beef Jerky Variety Bag Original, Teriyaki 9ct 1.25oz Single-serve Bags",Jack Links,Grocery_and_Gourmet_Food,11.99,1/1/18,4,Four Stars,1. Votes - 0,jasmine5,N,TBC,TBC
wtxmadmom,TRUE,"Swingline Staples, Optima, Heavy Duty, 3/8&quot; Length, Jam Free, 125/Strip, 2500/Box, 1 Box (35550)",Swingline,Office_Products,5.43,1/1/18,5,Good staples,1. Votes - 0,wtxmadmom,N,TBC,TBC
Anthony Liveo Scovanner,TRUE,"Expo 80078 Low Odor Dry Erase Markers, Chisel Tip, Assorted Colors, 1 Pack with 8 Markers, Total of 8 Markers",Expo,Office_Products,5.62,1/1/18,4,Four Stars,1. Votes - 0,anthonyliveoscovanner,N,TBC,TBC
Curt,FALSE,"Expo 80675 EXPO Low-Odor Dry Erase Set, Fine Point, Assorted Colors, 7-Piece with Cleaner",Expo,Office_Products,8.97,1/1/18,4,Useful set,1. Votes - 0,curt,N,TBC,TBC
Bwils00y,TRUE,Kaytee Super Play Tunnel Hanging Tube,Kaytee,Pet_Supplies,4.47,1/1/18,5,Five Stars,1. Votes - 0,bwils00y,N,TBC,TBC
Amazon Customer,TRUE,"STEELMASTER Steel Card File Box, Fits 4 x 6 Index Cards, 900 Card Capacity, 6.5 x 5 x 8.5 Inches, Black (263846BLA)",STEELMASTER,Office_Products,34.09,1/1/18,5,Steel Card File,1. Votes - 0,amazoncustomer,N,TBC,TBC
Florida Gal,TRUE,Cat's Pride Fresh Ultimate Care Lightweight Unscented Hypoallergenic Multi-Cat Litter,Cat's Pride,Pet_Supplies,35.87,1/1/18,2,Very Dusty!,1. Votes - 0,floridagal,N,TBC,TBC
AnnieInAcworth,TRUE,Stash Tea Bags Sampler Assortment Includes Mints by Variety Fun (40 Count),Custom Varietea,Grocery_and_Gourmet_Food,14.99,1/1/18,4,"Nice Tea Sampler, Cheap Looking Presentation",1. Votes - 0,annieinacworth,N,TBC,TBC
Stephanie A. Nelson,TRUE,Up Dog Toys The Odin Treat Puzzle Toy,Up Dog Toys,Pet_Supplies,23,1/1/18,3,"Great idea, poor execution for power chewers",1. Votes - 0,stephanieanelson,N,TBC,TBC
Jenny,TRUE,Jolly Pets Tug-n-Toss - Heavy Duty Chew Ball w/Handle,Jolly Pets,Pet_Supplies,11.37,1/1/18,5,Durable and bulldog loves it!,2. Votes < 10,jenny,N,TBC,TBC
Laurie L. Jarvis,TRUE,"EXPO 86074  Low-Odor Dry Erase Markers, Fine Point, Assorted Colors, 4-Count",Expo,Office_Products,4.99,1/1/18,5,Five Stars,1. Votes - 0,laurieljarvis,N,TBC,TBC
Kyle,TRUE,"Anker Powerline+ Micro USB (1ft) The Premium Durable Cable [Double Braided Nylon] for Samsung, Nexus, LG, Motorola, Android Smartphones and More",Anker,Cell_Phones_and_Accessories,5.99,1/1/18,5,Came with a cool storage sleeve,1. Votes - 0,kyle,N,TBC,TBC
Serenity,TRUE,"Lindt Lindor Peppermint White Chocolate Truffles, 8.5 oz",Lindt,Grocery_and_Gourmet_Food,12.62,1/1/18,5,The Yum Bomb,1. Votes - 0,serenity,N,TBC,TBC
R. Sandhaus,TRUE,"JETech Replacement Band for Apple Watch 42mm and 44mm Series 1 2 3 4, Stainless Steel, Black",JETech,Cell_Phones_and_Accessories,1.94,1/1/18,5,Great match for black Apple Watch,1. Votes - 0,rsandhaus,N,TBC,TBC
"Dallas, TX",TRUE,Purina Busy Bone Mini Dog Treats,Purina Busy,Pet_Supplies,14.04,1/1/18,5,My dog likes them,1. Votes - 0,"dallas,tx",N,TBC,TBC
Hazel,TRUE,Top Chews Chicken &amp; Apple Sausages 40 Ounces,Top Chews,Pet_Supplies,39.99,1/1/18,5,My Alusky loves these. She goes through about one ...,1. Votes - 0,hazel,N,TBC,TBC
Nooneyouknow,TRUE,Jack Link's Original Protein On-the-Go Lunch Packs 5-0.625oz packs,Jack Links,Grocery_and_Gourmet_Food,5.82,1/1/18,4,This is a good deal. High quality lean jerky,1. Votes - 0,nooneyouknow,N,TBC,TBC
Hailey Shopper,TRUE,"WALI Single LCD Monitor Desk Mount Fully Adjustable Stand Fits One Screen up to 27&rdquo;, 22 lbs. Weight Capacity (M001), Black",WALI,Office_Products,24.99,1/1/18,5,"Excellent, Excellent vale !!!",1. Votes - 0,haileyshopper,N,TBC,TBC
Curt,FALSE,"Quartet Dry Erase Board / Cork Board, Magnetic, 17&quot; x 23&quot;, Curved Frame, White (41723-WT)",Quartet,Office_Products,17.29,1/1/18,4,Nice board,1. Votes - 0,curt,N,TBC,TBC
Anita,TRUE,B&amp;S FEEL Flexible Rectangular Soap Silicone Mold with Wood Box for Homemade 42oz Soap Produce,B&S FEEL,Arts_Crafts_and_Sewing,10.8,1/1/18,4,Modify it before use!!,1. Votes - 0,anita,N,TBC,TBC
Mimi,TRUE,"Lee's Carbon Cartridge, Disposable, 2-Pack",Lee's,Pet_Supplies,5.51,1/1/18,5,Five Stars,1. Votes - 0,mimi,N,TBC,TBC
Stacy,TRUE,"BENTOBEN Samsung Galaxy Note 3 Shockproof Hard Case Cover with Swivel Kickstand Belt Clip Holster Protective Case for Samsung Galaxy Note 3 Note III N9000 All Carriers, Black",BENTOBEN,Cell_Phones_and_Accessories,10.99,1/1/18,1,Cheaply made and broke,1. Votes - 0,stacy,N,TBC,TBC
Big Jim                                 Amazon Customer,TRUE,Giantex Work Platform Aluminum Step Ladder Drywall Safe CE Approved of Capacity 330 LBS Heavy Duty Portable Bench Folding Ladders Stool w/Non-Slip Mat (Silver),Giantex,Office_Products,57.99,1/1/18,5,Five Stars,1. Votes - 0,bigjimamazoncustomer,N,TBC,TBC
Chalen Godwin,TRUE,Ink E-Sale Toner Cartridge Replacement for CF400X CF401X CF402X CF403X CF400A Black Cyan Magenta Yellow for HP 201X Color LaserJet Pro MFP M277dw M252dw MFP M277n M252n Printer 4-Pack,INK E-SALE,Office_Products,71.99,1/1/18,5,The best for HP,1. Votes - 0,chalengodwin,N,TBC,TBC
Katelan Kendrick,TRUE,"Lee's Kritter Keeper, X-Large Rectangle w/Lid(Assorted Colors)",Lee's,Pet_Supplies,24.99,1/1/18,3,Arrived damaged,1. Votes - 0,katelankendrick,N,TBC,TBC
W. Castillo,TRUE,Key Tag 120 Pcs Assorted Color Plastic Coded Key ID Label Tags Split Ring Keyring - with Label Window Ring Holder,HoAoOo,Office_Products,7.99,1/1/18,5,Perfect size.,1. Votes - 0,wcastillo,N,TBC,TBC
Toxi Com,TRUE,"Magnetic 11&rsquo;&rsquo; x 14&rsquo;&rsquo; Dry Erase Whiteboard. Includes 6 Magnetic Dry Erase Markers, Assorted Colors. Great For Fridge, Locker, and More!",kedudes,Office_Products,14.99,1/1/18,5,will buy more,1. Votes - 0,toxicom,N,TBC,TBC
Lizz,TRUE,"Coastal Pet Products DCP554022 Titan X-Heavy Chain Dog Training Choke/Collar with 4mm Link, 22-Inch, Chrome",Coastal Pet,Pet_Supplies,8.48,1/1/18,1,Would be great for a larger mean looking dog but didn't look ...,1. Votes - 0,lizz,N,TBC,TBC
dolores wickham,TRUE,Creative Hobbies Multi Purpose Precision Applicator Super Assortment Set with Four 1 Oz Bottles and 8 Tip Sizes,Creative Hobbies,Arts_Crafts_and_Sewing,10.94,1/1/18,5,awesome works with my glue keeps it from running,1. Votes - 0,doloreswickham,N,TBC,TBC
g3heavenlyfruit,TRUE,"Safari Dual-Sided, Stainless Steel Shedding Blade",Safari Pet Products,Pet_Supplies,8.99,1/1/18,5,My jack russell puppy sheds like CRAZY.,2. Votes < 10,g3heavenlyfruit,N,TBC,TBC
SonoT_T,TRUE,"3M Double-Sided Tape with Dispenser, Permanent, 1/2 X 250 Inches, Clear, 6-PACK",Scotch,Office_Products,13.9,1/1/18,5,Great tape,1. Votes - 0,sonot_t,N,TBC,TBC
Megan B,TRUE,"Millers Forge Stainless Steel Dog Nail Clipper, Plier Style",Millers Forge,Pet_Supplies,6.49,1/1/18,5,Cuts through my dogs nails like butter,1. Votes - 0,meganb,N,TBC,TBC
ann marie,TRUE,"Allstar Innovations Wobble Wag Giggle Ball, Dog Toy, As Seen on TV",Allstar Innovations,Pet_Supplies,11.52,1/1/18,5,LOVE!,1. Votes - 0,annmarie,N,TBC,TBC
Nancy O.,TRUE,Quad Dewormer (26-60 lbs),Bayer,Pet_Supplies,11.47,1/1/18,5,Good price,1. Votes - 0,nancyo,N,TBC,TBC
Sm,TRUE,"Allstar Innovations Wobble Wag Giggle Ball, Dog Toy, As Seen on TV",Allstar Innovations,Pet_Supplies,11.52,1/1/18,5,My dog loves it!,1. Votes - 0,sm,N,TBC,TBC
patrick,TRUE,Quad Dewormer (26-60 lbs),Bayer,Pet_Supplies,11.47,1/1/18,1,One Star,1. Votes - 0,patrick,N,TBC,TBC
Country Club Blonde,TRUE,Pedigree Dentastix Dog Dental Treats Original Flavor,Pedigree,Pet_Supplies,11.97,1/1/18,5,Good Value,1. Votes - 0,countryclubblonde,N,TBC,TBC
Amazon Customer,TRUE,Kaytee Aspen Bedding Bag,Kaytee,Pet_Supplies,5.65,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Brian,TRUE,Brother LY6753001 OEM Fuser (Fixing) Unit,Brother,Office_Products,139.95,1/1/18,5,Works,1. Votes - 0,brian,N,TBC,TBC
garden girl,TRUE,Clover Needlecrafts 9584 3 Piece 6-in-1 Stick 'n Stitch Guide by Nancy Zieman,Clover,Arts_Crafts_and_Sewing,4.99,1/1/18,5,Five Stars,1. Votes - 0,gardengirl,N,TBC,TBC
McStorme,TRUE,"Rockin Beads Brand, 5 Metal Frames Snap Clasp for Small Coin Style Purse Silver Tone 2-1/2 X 1-1/4 Inch 5pcs",Rockin Beads (TM),Arts_Crafts_and_Sewing,7.75,1/1/18,4,great price and functional brace for purses.,1. Votes - 0,mcstorme,N,TBC,TBC
Eric F.,TRUE,Koomus Pro CD Slot Car Mount Holder Cradle for All Smartphones - Black,Koomus,Cell_Phones_and_Accessories,16.99,1/1/18,5,Works great with my 2014 Focus ST1,1. Votes - 0,ericf,N,TBC,TBC
brh,FALSE,Diamine Shimmering Night Sky Ink 50 ml,Diamine,Office_Products,18.99,1/1/18,5,"Nice shimmer, quite water resistant, just lovely.",2. Votes < 10,brh,N,TBC,TBC
KentuckyRob,TRUE,WizGear Universal Stick On Dashboard Magnetic Car Mount Holder for Cell Phones and Mini Tablets with Fast Swift-snap Technology,WizGear,Cell_Phones_and_Accessories,9.99,1/1/18,4,Great Price Good Product!,1. Votes - 0,kentuckyrob,N,TBC,TBC
SY,TRUE,Vets Best Enzymatic Dog Toothpaste | Teeth Cleaning and Fresh Breath Dental Care Gel | Vet Formulated,Vet's Best,Pet_Supplies,4.99,1/1/18,5,Five Stars,1. Votes - 0,sy,N,TBC,TBC
artquinn,TRUE,Pentel Refill Ink for EnerGel Liquid Gel Pen / 0.5mm Black Ink / Value Set of 10 Refills,Pentel,Office_Products,8.83,1/1/18,5,"Good Quality, and Great Price",1. Votes - 0,artquinn,N,TBC,TBC
Guy the Fixer,TRUE,Trade Quest Legal Size Clipboard Standard Metal Clip 9'' x 15.5'' Single (Pack of 1),Trade Quest,Office_Products,5.95,1/1/18,5,Five Stars,1. Votes - 0,guythefixer,N,TBC,TBC
luv2teach,TRUE,"Sharpie Permanent Markers, Ultra Fine Point, Black, 4 Packs of 2-Pack (37161)",Sharpie,Office_Products,5.6,1/1/18,5,Great purchase! I use these markers often in my ...,1. Votes - 0,luv2teach,N,TBC,TBC
CTMC (Ret),TRUE,"Vibrelli Universal Bike Phone Mount - Fits iPhone X, 8, 8 Plus, 7, 7 Plus, 6, 6 Plus and Android Devices",Vibrelli,Cell_Phones_and_Accessories,14.98,1/1/18,5,Five Stars,1. Votes - 0,ctmc(ret),N,TBC,TBC
Grace,FALSE,People's Choice Beef Jerky - Classic - Hot &amp; Spicy - High Protein Meat Snack - 3 Ounce Bag,People's Choice Beef Jerky,Grocery_and_Gourmet_Food,6.99,1/1/18,5,The classic hot & spicy is my all time favorite jerky out there,1. Votes - 0,grace,N,TBC,TBC
Munchnplay,TRUE,"CORSAIR Scimitar Pro RGB - MMO Gaming Mouse - 16,000 DPI Optical Sensor - 12 Programmable Side Buttons - Yellow",Corsair,Video_Games,1.74,1/1/18,5,The dream mmo mouse.,1. Votes - 0,munchnplay,N,TBC,TBC
Curt,TRUE,"BEBONCOOL Wireless Presenter Remote, 2.4GHz Wireless USB Presenter PowerPoint Remote PPT Clicker for Presentation",BEBONCOOL,Office_Products,10.99,1/1/18,5,Does exactly what it should do,1. Votes - 0,curt,N,TBC,TBC
Haute Pepper,TRUE,VELCRO Brand - Sticky Back for Fabrics Fasteners | No Sewing Needed | 6&quot; x 4&quot; Strips | White,VELCRO Brand,Arts_Crafts_and_Sewing,5.99,1/1/18,3,Didn't serve my purposes,1. Votes - 0,hautepepper,N,TBC,TBC
Kevin Pingers,TRUE,"Size: 3&quot; W x 1&quot; H, Personalized, Custom Engraved, Brushed Gold Solid Brass Plate Picture Frame Name Label Art Tag for Frames, with Adhesive Backing or Screws",Rossi Engraving,Office_Products,8.83,1/1/18,5,Five Stars,1. Votes - 0,kevinpingers,N,TBC,TBC
SR,TRUE,"Allstar Innovations Wobble Wag Giggle Ball, Dog Toy, As Seen on TV",Allstar Innovations,Pet_Supplies,11.52,1/1/18,2,My dog isn't interested in this toy,1. Votes - 0,sr,N,TBC,TBC
B. Norvell Enterprises,TRUE,"Office Marshal PVC Chair Mat for Hard Floors - 36&quot; x 48&quot; | Multiple Sizes Available | Clear, Multi-purpose Floor Protector",Office Marshal,Office_Products,32.99,1/1/18,4,Good purchase,1. Votes - 0,bnorvellenterprises,N,TBC,TBC
brian,TRUE,"Best Friends by Sheri Cozy Cuddler, &ndash; Luxury Dog and Cat Bed with Blanket for Warmth and Security - Offers Head, Neck and Joint Support - Machine Washable, Water-Resistant Bottom - For Small Pets Up to 25lbs, Medium Pets Up to 35lbs",Best Friends by Sheri,Pet_Supplies,41.14,1/1/18,5,super soft and comfy,1. Votes - 0,brian,N,TBC,TBC
Dina A. Sollosi,TRUE,"Sprite Lemon Lime Soda Soft Drinks, 12 fl oz, 12 Pack",Sprite,Prime_Pantry,4.68,1/1/18,5,Perfect,1. Votes - 0,dinaasollosi,N,TBC,TBC
M. BANGERT,TRUE,Sukrin Fiber Syrup Gold,Sukrin,Grocery_and_Gourmet_Food,17.33,1/1/18,5,Five Stars,1. Votes - 0,mbangert,N,TBC,TBC
CRWMD,TRUE,Sukrin Fiber Syrup Gold,Sukrin,Grocery_and_Gourmet_Food,17.33,1/1/18,1,Not Keto Not for Diabetics,3. Votes < 100,crwmd,N,TBC,TBC
SAB,TRUE,"Cleartex Glaciermat, Reinforced Glass Executive Chair Mat for Hard Floors/Carpets, 40&quot; x 53&quot; (FC124053EG)",Floortex,Office_Products,239.99,1/1/18,5,Great Product/Great Price,1. Votes - 0,sab,N,TBC,TBC
Zac,TRUE,"Uni Do! Posca Extra Fine Shiny Colors, Shiny Emerald (PC1MDS.31)",uni,Office_Products,9,1/1/18,5,It's lead,1. Votes - 0,zac,N,TBC,TBC
Pa,TRUE,Staples Lightweight Clipboard (21423),Staples,Office_Products,5.98,1/1/18,5,Five Stars,1. Votes - 0,pa,N,TBC,TBC
Amazon Customer,TRUE,Seachem Stability,Seachem,Pet_Supplies,14.73,1/1/18,3,Instructions are not clear,1. Votes - 0,amazoncustomer,N,TBC,TBC
99 LifeStories,TRUE,"My Busy Dog Lift Support Sling | Adjustable Support Harness for Front OR Back Legs During Injury Recovery, Arthritis or Low Mobility",My Busy Dog,Pet_Supplies,14.05,1/1/18,4,It does stretch,1. Votes - 0,99lifestories,N,TBC,TBC
DG&#039;s Mom,TRUE,"Schar Gluten Free Artisan Baker White Bread, 2 Count",Schar,Grocery_and_Gourmet_Food,9.84,1/1/18,1,"Good product, don't buy the 2 pack",3. Votes < 100,dg&#039;smom,N,TBC,TBC
Hayes,TRUE,ZXUY 5pcs Flexible Fimo Clay Sculpting Shapers Wipe Out Tools Black,ZXUY,Arts_Crafts_and_Sewing,6.99,1/1/18,5,Five Stars,1. Votes - 0,hayes,N,TBC,TBC
crag,TRUE,"India's Original Masala Chai Tea Loose Leaf (200+ Cups) | 100% NATURAL INGREDIENTS | Black Tea, Cinnamon, Cardamom, Cloves &amp; Black Pepper | Brews Chai Latte | Ancient Indian House Recipe | 16oz Bag",VAHDAM,Grocery_and_Gourmet_Food,24.99,1/1/18,5,Great chai!,2. Votes < 10,crag,N,TBC,TBC
Christine Cheryl Mason,TRUE,AmazonBasics Ventilated Adjustable Laptop Stand,AmazonBasics,Office_Products,9.98,1/1/18,5,Worked for it's intended purpose,1. Votes - 0,christinecherylmason,N,TBC,TBC
JibJab,TRUE,"Galaxy S5 Case,OHOH [Shock Absorbent] [Impact Resistant ] Samsung Galaxy S5 Case,Rubber&amp;Plastic Hybrid Full-Body Shockproof Drop resistant Protective Case Cover for Samsung Galaxy S5(Black)",H-O,Cell_Phones_and_Accessories,5.99,1/1/18,5,Five Stars,1. Votes - 0,jibjab,N,TBC,TBC
kb,TRUE,2LB Cafe Don Pablo Subtle Earth Organic Gourmet Coffee - Dark Roast - Whole Bean Coffee - USDA Certified Organic Arabica Coffee - (2 lb) Bag,Cafe Don Pablo,Grocery_and_Gourmet_Food,16.99,1/1/18,3,Three Stars,1. Votes - 0,kb,N,TBC,TBC
Kevin Pingers,TRUE,Easy-Step Door Stops (4 Inch) - Brass (Premium Quality Finish) : Hands-Free.,Tenby Living,Office_Products,11.99,1/1/18,5,Five Stars,1. Votes - 0,kevinpingers,N,TBC,TBC
Lin,TRUE,"Mod Podge 1470 Clear Acrylic Sealer, 12 oz, Gloss",Mod Podge,Arts_Crafts_and_Sewing,5.47,1/1/18,4,Nice,1. Votes - 0,lin,N,TBC,TBC
K. Webb,TRUE,Learning Resources Wooden Pattern Blocks (250) and Pattern Block Design Cards,Learning Resources,Office_Products,24.45,1/1/18,5,"So many blocks, good quality.",1. Votes - 0,kwebb,N,TBC,TBC
Dougiet27,TRUE,Original Knot Bone Dog Chew Toy,Nylabone,Pet_Supplies,27.69,1/1/18,3,Won't buy again. Not the fault of the product.,1. Votes - 0,dougiet27,N,TBC,TBC
Mehtlh,TRUE,"Anker PowerCore 10000, One of The Smallest and Lightest 10000mAh External Batteries, Ultra-Compact, High-Speed Charging Technology Power Bank for iPhone, Samsung Galaxy and More",Anker,Cell_Phones_and_Accessories,31.99,1/1/18,5,May be the best!,1. Votes - 0,mehtlh,N,TBC,TBC
katydid,TRUE," Grocery &amp; Gourmet Food"" />",Emeril Coffee,Grocery_and_Gourmet_Food,29.99,1/1/18,3,Strong & dark...a bit bitter.,1. Votes - 0,katydid,N,TBC,TBC
djwtarheel,TRUE,"Avery Big Tab Write &amp; Erase Dividers, 5 Multicolor Tabs, 1 Set (23076)",Avery,Office_Products,2.59,1/1/18,5,Perfect for my needs.,1. Votes - 0,djwtarheel,N,TBC,TBC
Amazon Customer,TRUE,"Whimzees Natural Grain Free Dental Dog Treats, Brushzees",Whimzees,Pet_Supplies,16.52,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
Kevin Pingers,TRUE,"Officemate Silver Binder Clips, Assorted Sizes, 30/Tub (31021)",Officemate,Office_Products,5.75,1/1/18,5,Five Stars,1. Votes - 0,kevinpingers,N,TBC,TBC
Four Seasons,TRUE,"Avery WeatherProof Mailing Labels with TrueBlock Technology for Laser Printers 5-1/2&quot; x 8-1/2&quot;, Box of 100 Labels (5526), White",Avery,Office_Products,32.55,1/1/18,5,Five Stars,1. Votes - 0,fourseasons,N,TBC,TBC
DANIELLA,TRUE,"Galil Turkish Delight, Rose-Mint-Lemon, 16-Ounce Boxes (Pack of 4)",Galil,Grocery_and_Gourmet_Food,27.78,1/1/18,5,The best tasting,1. Votes - 0,daniella,N,TBC,TBC
Amazonlove,TRUE,Purina Friskies Wet Cat Food Variety Pack (Pack May Vary),Purina Friskies,Pet_Supplies,11.52,1/1/18,5,Meooow,1. Votes - 0,amazonlove,N,TBC,TBC
Kathy in Madison,TRUE,Chuckit! Dog Ball Launcher,Chuckit!,Pet_Supplies,7.42,1/1/18,4,Launcher great; ball not so much,1. Votes - 0,kathyinmadison,N,TBC,TBC
AMichelle,TRUE,Namsan Puppy and Cat Cosplay Peacock Costume&hellip;,Namsan,Pet_Supplies,8.99,1/1/18,4,Almost as happy as the kitty in the picture,1. Votes - 0,amichelle,N,TBC,TBC
Tracy VanNoy,TRUE,"PetSafe Pet Screen Door - Dog and Cat Door for Screen Door, Window and Porch Use",PetSafe,Pet_Supplies,17.95,1/1/18,5,"Easy to install, easy to get cats to use it.",1. Votes - 0,tracyvannoy,N,TBC,TBC
Sarah T.,TRUE,"ResQ Organics Pet Skin Treatment - Effective For Hot Spots, Mange, Itchy Skin, Allergies, Dry Nose, Cracked Paws, Promotes Hair Growth.",ResQ Organics,Pet_Supplies,41.95,1/1/18,4,Bad smell,1. Votes - 0,saraht,N,TBC,TBC
Panda Bear,TRUE," Kellogg&#39;s Smart Start Cereal Original Antioxidants, 17.5 Oz",Start Smart,Prime_Pantry,3.69,1/1/18,5,"We like it, so we keep it on hand with Subscribe and Save",1. Votes - 0,pandabear,N,TBC,TBC
cailiqingsheng,TRUE,"Allsop Metal Art Jr. Monitor Stand, 14-Inch wide platform holds 40 lbs with keyboard storage space - Pewter (27021)",Allsop,Office_Products,17.37,1/1/18,4,3.5 stars,1. Votes - 0,cailiqingsheng,N,TBC,TBC
Lragone78,TRUE,SmartCat All Natural Clumping Litter,SmartCat,Pet_Supplies,20.41,1/1/18,1,One and done,2. Votes < 10,lragone78,N,TBC,TBC
Greeneyez,TRUE,"PetSafe ScatMat Indoor Pet Training Mat for Dogs and Cats, Pet Barrier for Off-Limit Areas, Available With or Without Power Pack",PetSafe,Pet_Supplies,44.95,1/1/18,5,In two days we received this great product and it saved Christmas,1. Votes - 0,greeneyez,N,TBC,TBC
Ima Mermaid,TRUE,PET N PET 1080 Counts Poop Bags Dog Waste Bags Earth-Friendly Large Orange Unscented 60 Rolls (Refill Bags),PET N PET,Pet_Supplies,15.99,1/1/18,4,"Wish they were bigger, but great for small dogs.",1. Votes - 0,imamermaid,N,TBC,TBC
OH HAPPY DAY,TRUE,"Bergan Turbo Scratcher Cat Toy, Colors may vary",Bergan,Pet_Supplies,8.92,1/1/18,5,Kitten loves this toy!  Highly recommend!,1. Votes - 0,ohhappyday,N,TBC,TBC
Katy,TRUE,"ROGZ CB09-K Glow in the Dark Reflective Cat Collar with Breakaway Clip and Removable Bell, fully adjustable to fit most breeds, Pink Butterfly Design",ROGZ,Pet_Supplies,10.49,1/1/18,5,I like how you can adjust the resistance and it looks ...,1. Votes - 0,katy,N,TBC,TBC
Karoline Carlson,TRUE,"Galaxy S7 Edge Case, [Scratch Resistant] i-BlasonClear [Halo Series] Samsung Galaxy S7 Edge Hybrid Bumper Case Cover 2016 Release (Clear/Navy)",i-Blason,Cell_Phones_and_Accessories,11.99,1/1/18,3,Galaxy S7 Edge Case Review,1. Votes - 0,karolinecarlson,N,TBC,TBC
Karen V Vincent,TRUE,"Anker 60W 10-Port USB Wall Charger, PowerPort 10 for iPhone Xs/XS Max/XR/X/8/7/6s/Plus, iPad Pro/Air 2/Mini, Galaxy S9/S8/S7/Edge/Plus, Note 5/4, LG, Nexus, HTC and More",Anker,Cell_Phones_and_Accessories,39.99,1/1/18,5,Great solution to charge a ton of devices,1. Votes - 0,karenvvincent,N,TBC,TBC
Stacy,TRUE,"Ailun Screen Protector Compatible Galaxy Note 3,Premium Tempered Glass,2.5D Edge,Ultra Clear,Anti-Scratch,Case Friendly-Siania Retail Package",AILUN,Cell_Phones_and_Accessories,4.99,1/1/18,2,Terrible quality,1. Votes - 0,stacy,N,TBC,TBC
Amazonguy,TRUE,"Lundberg Family Farms Organic Sushi Rice, California White, 32 Ounce",Lundberg,Grocery_and_Gourmet_Food,5.09,1/1/18,5,Recommended.,1. Votes - 0,amazonguy,N,TBC,TBC
Amazonian,FALSE,Ethical Pets Gigglers Chicken Dog Toy Assorted,Ethical Pets,Pet_Supplies,8.94,1/1/18,5,"Love the sound, just as sturdy as any other stuffed chew toy.",1. Votes - 0,amazonian,N,TBC,TBC
Faith N Prentice,TRUE,"Tropicana Orange Juice, 10 Ounce (Pack of 24)",Tropicana,Grocery_and_Gourmet_Food,12.74,1/1/18,5,Five Stars,1. Votes - 0,faithnprentice,N,TBC,TBC
Sweens,TRUE,"Ethical Pets Skinneeez Tons of Squeakers, Dog Toy",Ethical Pets,Pet_Supplies,13.13,1/1/18,4,Fun but not for power chewers,1. Votes - 0,sweens,N,TBC,TBC
Amazon Customer,TRUE,"CNZ Universal Media Filter Bag for Ammonia Remover, Bio-ball, Ceramic Ring, Pellet Carbon",CNZ,Pet_Supplies,5.01,1/1/18,5,Five Stars,1. Votes - 0,amazoncustomer,N,TBC,TBC
max n morrison 2,TRUE,"Galaxy s7 Case, Arae [Wrist Strap] Flip Folio [Kickstand Feature] PU Leather Wallet case with ID&amp;Credit Card Pockets for Samsung Galaxy S7 (Black)",Arae,Cell_Phones_and_Accessories,12.99,1/1/18,5,Five Stars,1. Votes - 0,maxnmorrison2,N,TBC,TBC
K,TRUE,AmazonBasics Cat Activity Tree with Scratching Posts,AmazonBasics,Pet_Supplies,35.99,1/1/18,5,Sturdy structure and quality product,1. Votes - 0,k,N,TBC,TBC
Jenny,TRUE,Rubie's Star Wars Classic Jedi Pet Robe,Rubie's,Pet_Supplies,9.93,1/1/18,2,Runs very small,1. Votes - 0,jenny,N,TBC,TBC
J. Beecher,TRUE,"Bergan Turbo Scratcher Cat Toy, Colors may vary",Bergan,Pet_Supplies,8.92,1/1/18,5,Great toy - cat loves it,1. Votes - 0,jbeecher,N,TBC,TBC
MelissaSaysHi,TRUE,Pawstruck 12&quot; Straight Bully Sticks for Dogs [X-LARGE THICKNESS] All Natural &amp; Odorless Bully Bones | Long Lasting Chew Dental Treats | Best Thick Bullie Sticks for K9 or Puppies | Grass-Fed Beef,Pawstruck,Pet_Supplies,56.99,1/1/18,5,Doggy approved!,3. Votes < 100,melissasayshi,N,TBC,TBC
Someone,TRUE,"Stewart Raw Naturals Fresh To Home Freeze Dried Dog Food, Beef",Stewart,Pet_Supplies,27,1/1/18,5,Really good food,2. Votes < 10,someone,N,TBC,TBC
